Date,Open,High,Low,Close,Adj Close,Volume
2000-02-18,2,225.0,200.0,220.0,220.0,250.0
2000-02-19,1,225.0,200.0,220.0,220.0,250.0
2000-02-20,0,225.0,200.0,220.0,220.0,250.0
2000-02-21,-1,225.0,200.0,220.0,220.0,250.0
2000-02-22,-2,225.0,200.0,220.0,220.0,250.0
2000-02-23,-3,225.0,200.0,220.0,220.0,250.0
2000-02-24,-4,225.0,200.0,220.0,220.0,250.0
2000-02-25,-5,225.0,200.0,220.0,220.0,250.0
2000-02-26,-6,225.0,200.0,220.0,220.0,250.0
2000-02-27,-7,225.0,200.0,220.0,220.0,250.0
2000-02-28,-8,225.0,200.0,220.0,220.0,250.0
2000-02-29,-9,225.0,200.0,220.0,220.0,250.0
2000-03-01,-10,225.0,200.0,220.0,220.0,250.0
2000-03-02,-9,225.0,200.0,220.0,220.0,250.0
2000-03-03,-8,225.0,200.0,220.0,220.0,250.0
2000-03-04,-7,225.0,200.0,220.0,220.0,250.0
2000-03-05,-6,225.0,200.0,220.0,220.0,250.0
2000-03-06,-5,225.0,200.0,220.0,220.0,250.0
2000-03-07,-4,225.0,200.0,220.0,220.0,250.0
2000-03-08,-3,225.0,200.0,220.0,220.0,250.0
2000-03-09,-2,225.0,200.0,220.0,220.0,250.0
2000-03-10,-1,225.0,200.0,220.0,220.0,250.0
2000-03-11,0,225.0,200.0,220.0,220.0,250.0
2000-03-12,1,225.0,200.0,220.0,220.0,250.0
2000-03-13,2,225.0,200.0,220.0,220.0,250.0
2000-03-14,3,225.0,200.0,220.0,220.0,250.0
2000-03-15,4,225.0,200.0,220.0,220.0,250.0
2000-03-16,5,225.0,200.0,220.0,220.0,250.0
2000-03-17,6,225.0,200.0,220.0,220.0,250.0
2000-03-18,7,225.0,200.0,220.0,220.0,250.0
2000-03-19,8,225.0,200.0,220.0,220.0,250.0
2000-03-20,9,225.0,200.0,220.0,220.0,250.0
2000-03-21,10,225.0,200.0,220.0,220.0,250.0
2000-03-22,9,225.0,200.0,220.0,220.0,250.0
2000-03-23,8,225.0,200.0,220.0,220.0,250.0
2000-03-24,7,225.0,200.0,220.0,220.0,250.0
2000-03-25,6,225.0,200.0,220.0,220.0,250.0
2000-03-26,5,225.0,200.0,220.0,220.0,250.0
2000-03-27,4,225.0,200.0,220.0,220.0,250.0
2000-03-28,3,225.0,200.0,220.0,220.0,250.0
2000-03-29,2,225.0,200.0,220.0,220.0,250.0
2000-03-30,1,225.0,200.0,220.0,220.0,250.0
2000-03-31,0,225.0,200.0,220.0,220.0,250.0
2000-04-01,-1,225.0,200.0,220.0,220.0,250.0
2000-04-02,-2,225.0,200.0,220.0,220.0,250.0
2000-04-03,-3,225.0,200.0,220.0,220.0,250.0
2000-04-04,-4,225.0,200.0,220.0,220.0,250.0
2000-04-05,-5,225.0,200.0,220.0,220.0,250.0
2000-04-06,-6,225.0,200.0,220.0,220.0,250.0
2000-04-07,-7,225.0,200.0,220.0,220.0,250.0
2000-04-08,-8,225.0,200.0,220.0,220.0,250.0
2000-04-09,-9,225.0,200.0,220.0,220.0,250.0
2000-04-10,-10,225.0,200.0,220.0,220.0,250.0
2000-04-11,-9,225.0,200.0,220.0,220.0,250.0
2000-04-12,-8,225.0,200.0,220.0,220.0,250.0
2000-04-13,-7,225.0,200.0,220.0,220.0,250.0
2000-04-14,-6,225.0,200.0,220.0,220.0,250.0
2000-04-15,-5,225.0,200.0,220.0,220.0,250.0
2000-04-16,-4,225.0,200.0,220.0,220.0,250.0
2000-04-17,-3,225.0,200.0,220.0,220.0,250.0
2000-04-18,-2,225.0,200.0,220.0,220.0,250.0
2000-04-19,-1,225.0,200.0,220.0,220.0,250.0
2000-04-20,0,225.0,200.0,220.0,220.0,250.0
2000-04-21,1,225.0,200.0,220.0,220.0,250.0
2000-04-22,2,225.0,200.0,220.0,220.0,250.0
2000-04-23,3,225.0,200.0,220.0,220.0,250.0
2000-04-24,4,225.0,200.0,220.0,220.0,250.0
2000-04-25,5,225.0,200.0,220.0,220.0,250.0
2000-04-26,6,225.0,200.0,220.0,220.0,250.0
2000-04-27,7,225.0,200.0,220.0,220.0,250.0
2000-04-28,8,225.0,200.0,220.0,220.0,250.0
2000-04-29,9,225.0,200.0,220.0,220.0,250.0
2000-04-30,10,225.0,200.0,220.0,220.0,250.0
2000-05-01,9,225.0,200.0,220.0,220.0,250.0
2000-05-02,8,225.0,200.0,220.0,220.0,250.0
2000-05-03,7,225.0,200.0,220.0,220.0,250.0
2000-05-04,6,225.0,200.0,220.0,220.0,250.0
2000-05-05,5,225.0,200.0,220.0,220.0,250.0
2000-05-06,4,225.0,200.0,220.0,220.0,250.0
2000-05-07,3,225.0,200.0,220.0,220.0,250.0
2000-05-08,2,225.0,200.0,220.0,220.0,250.0
2000-05-09,1,225.0,200.0,220.0,220.0,250.0
2000-05-10,0,225.0,200.0,220.0,220.0,250.0
2000-05-11,-1,225.0,200.0,220.0,220.0,250.0
2000-05-12,-2,225.0,200.0,220.0,220.0,250.0
2000-05-13,-3,225.0,200.0,220.0,220.0,250.0
2000-05-14,-4,225.0,200.0,220.0,220.0,250.0
2000-05-15,-5,225.0,200.0,220.0,220.0,250.0
2000-05-16,-6,225.0,200.0,220.0,220.0,250.0
2000-05-17,-7,225.0,200.0,220.0,220.0,250.0
2000-05-18,-8,225.0,200.0,220.0,220.0,250.0
2000-05-19,-9,225.0,200.0,220.0,220.0,250.0
2000-05-20,-10,225.0,200.0,220.0,220.0,250.0
2000-05-21,-9,225.0,200.0,220.0,220.0,250.0
2000-05-22,-8,225.0,200.0,220.0,220.0,250.0
2000-05-23,-7,225.0,200.0,220.0,220.0,250.0
2000-05-24,-6,225.0,200.0,220.0,220.0,250.0
2000-05-25,-5,225.0,200.0,220.0,220.0,250.0
2000-05-26,-4,225.0,200.0,220.0,220.0,250.0
2000-05-27,-3,225.0,200.0,220.0,220.0,250.0
2000-05-28,-2,225.0,200.0,220.0,220.0,250.0
2000-05-29,-1,225.0,200.0,220.0,220.0,250.0
2000-05-30,0,225.0,200.0,220.0,220.0,250.0
2000-05-31,1,225.0,200.0,220.0,220.0,250.0
2000-06-01,2,225.0,200.0,220.0,220.0,250.0
2000-06-02,3,225.0,200.0,220.0,220.0,250.0
2000-06-03,4,225.0,200.0,220.0,220.0,250.0
2000-06-04,5,225.0,200.0,220.0,220.0,250.0
2000-06-05,6,225.0,200.0,220.0,220.0,250.0
2000-06-06,7,225.0,200.0,220.0,220.0,250.0
2000-06-07,8,225.0,200.0,220.0,220.0,250.0
2000-06-08,9,225.0,200.0,220.0,220.0,250.0
2000-06-09,10,225.0,200.0,220.0,220.0,250.0
2000-06-10,9,225.0,200.0,220.0,220.0,250.0
2000-06-11,8,225.0,200.0,220.0,220.0,250.0
2000-06-12,7,225.0,200.0,220.0,220.0,250.0
2000-06-13,6,225.0,200.0,220.0,220.0,250.0
2000-06-14,5,225.0,200.0,220.0,220.0,250.0
2000-06-15,4,225.0,200.0,220.0,220.0,250.0
2000-06-16,3,225.0,200.0,220.0,220.0,250.0
2000-06-17,2,225.0,200.0,220.0,220.0,250.0
2000-06-18,1,225.0,200.0,220.0,220.0,250.0
2000-06-19,0,225.0,200.0,220.0,220.0,250.0
2000-06-20,-1,225.0,200.0,220.0,220.0,250.0
2000-06-21,-2,225.0,200.0,220.0,220.0,250.0
2000-06-22,-3,225.0,200.0,220.0,220.0,250.0
2000-06-23,-4,225.0,200.0,220.0,220.0,250.0
2000-06-24,-5,225.0,200.0,220.0,220.0,250.0
2000-06-25,-6,225.0,200.0,220.0,220.0,250.0
2000-06-26,-7,225.0,200.0,220.0,220.0,250.0
2000-06-27,-8,225.0,200.0,220.0,220.0,250.0
2000-06-28,-9,225.0,200.0,220.0,220.0,250.0
2000-06-29,-10,225.0,200.0,220.0,220.0,250.0
2000-06-30,-9,225.0,200.0,220.0,220.0,250.0
2000-07-01,-8,225.0,200.0,220.0,220.0,250.0
2000-07-02,-7,225.0,200.0,220.0,220.0,250.0
2000-07-03,-6,225.0,200.0,220.0,220.0,250.0
2000-07-04,-5,225.0,200.0,220.0,220.0,250.0
2000-07-05,-4,225.0,200.0,220.0,220.0,250.0
2000-07-06,-3,225.0,200.0,220.0,220.0,250.0
2000-07-07,-2,225.0,200.0,220.0,220.0,250.0
2000-07-08,-1,225.0,200.0,220.0,220.0,250.0
2000-07-09,0,225.0,200.0,220.0,220.0,250.0
2000-07-10,1,225.0,200.0,220.0,220.0,250.0
2000-07-11,2,225.0,200.0,220.0,220.0,250.0
2000-07-12,3,225.0,200.0,220.0,220.0,250.0
2000-07-13,4,225.0,200.0,220.0,220.0,250.0
2000-07-14,5,225.0,200.0,220.0,220.0,250.0
2000-07-15,6,225.0,200.0,220.0,220.0,250.0
2000-07-16,7,225.0,200.0,220.0,220.0,250.0
2000-07-17,8,225.0,200.0,220.0,220.0,250.0
2000-07-18,9,225.0,200.0,220.0,220.0,250.0
